Date updated,County code,County,Total cases ,Confirmed cases,Probable cases,Total case rate,Hospitalized cases,Total deaths,Confirmed deaths,Probable deaths
07/26/2020,7,Tolland,969,906,63,642,0,65,51,14
07/26/2020,8,Windham,668,660,8,571,1,15,14,1
08/04/2020,1,Fairfield,17912,17257,655,1898,9,1408,1096,312
08/04/2020,2,Hartford,12733,12094,639,1426,18,1412,1092,320
08/04/2020,3,Litchfield,1606,1543,63,887,1,138,117,21
08/04/2020,4,Middlesex,1396,1335,61,858,4,191,153,38
08/04/2020,5,New Haven,13118,12711,407,1530,21,1104,954,150
08/04/2020,6,New London,1428,1366,62,535,5,103,77,26
08/04/2020,7,Tolland,1056,995,61,700,0,66,52,14
08/04/2020,8,Windham,722,713,9,617,1,15,14,1
08/05/2020,1,Fairfield,17926,17270,656,1899,14,1406,1094,312
08/05/2020,2,Hartford,12745,12104,641,1428,20,1414,1094,320
08/05/2020,3,Litchfield,1607,1544,63,887,1,138,117,21
08/05/2020,4,Middlesex,1395,1334,61,858,7,191,153,38
08/05/2020,5,New Haven,13128,12719,409,1531,20,1104,954,150
08/05/2020,6,New London,1431,1369,62,536,4,103,77,26
08/05/2020,7,Tolland,1055,994,61,699,0,66,52,14
08/05/2020,8,Windham,724,715,9,619,0,15,14,1
08/06/2020,1,Fairfield,17956,17301,655,1902,12,1408,1096,312
08/06/2020,2,Hartford,12761,12119,642,1429,18,1415,1094,321
08/06/2020,3,Litchfield,1610,1547,63,889,1,138,117,21
08/06/2020,4,Middlesex,1396,1335,61,858,6,192,154,38
08/06/2020,5,New Haven,13145,12733,412,1533,22,1104,954,150
08/06/2020,6,New London,1433,1371,62,537,6,103,77,26
08/06/2020,7,Tolland,1056,995,61,700,0,66,52,14
08/06/2020,8,Windham,726,717,9,620,0,15,14,1
08/09/2020,1,Fairfield,18035,17376,659,1911,21,1409,1097,312
08/09/2020,2,Hartford,12800,12155,645,1434,13,1415,1094,321
08/09/2020,3,Litchfield,1615,1550,65,892,1,138,117,21
08/09/2020,4,Middlesex,1405,1343,62,864,10,192,154,38
08/09/2020,5,New Haven,13224,12807,417,1542,17,1106,955,151
08/09/2020,6,New London,1457,1395,62,546,2,103,77,26
08/09/2020,7,Tolland,1056,995,61,700,0,66,52,14
08/09/2020,8,Windham,738,729,9,631,0,15,14,1
08/10/2020,1,Fairfield,18081,17421,660,1916,24,1409,1097,312
08/10/2020,2,Hartford,12826,12183,643,1437,14,1415,1095,320
08/10/2020,3,Litchfield,1618,1553,65,893,1,138,117,21
08/10/2020,4,Middlesex,1408,1346,62,865,8,192,154,38
08/10/2020,5,New Haven,13240,12821,419,1544,20,1106,955,151
08/10/2020,6,New London,1467,1403,64,550,3,103,77,26
08/10/2020,7,Tolland,1056,995,61,700,0,66,52,14
08/10/2020,8,Windham,745,735,10,637,0,15,14,1
08/11/2020,1,Fairfield,18088,17427,661,1916,18,1410,1098,312
08/11/2020,2,Hartford,12830,12184,646,1437,15,1416,1096,320
08/11/2020,3,Litchfield,1617,1552,65,893,0,139,118,21
08/11/2020,4,Middlesex,1408,1345,63,865,8,192,154,38
08/11/2020,5,New Haven,13254,12834,420,1545,14,1109,957,152
08/11/2020,6,New London,1469,1404,65,551,3,104,78,26
08/11/2020,7,Tolland,1056,995,61,700,0,65,51,14
08/11/2020,8,Windham,748,738,10,639,0,15,14,1
08/12/2020,1,Fairfield,18126,17461,665,1920,21,1410,1098,312
08/12/2020,2,Hartford,12855,12207,648,1440,16,1416,1096,320
08/12/2020,3,Litchfield,1620,1554,66,894,0,139,118,21
08/12/2020,4,Middlesex,1411,1348,63,867,8,192,154,38
08/12/2020,5,New Haven,13272,12852,420,1548,16,1109,957,152
08/12/2020,6,New London,1475,1410,65,553,2,104,78,26
06/28/2020,1,Fairfield,16664,16025,639,1766,32,1376,1070,306
06/28/2020,2,Hartford,11623,10950,673,1302,26,1370,1057,313
06/28/2020,3,Litchfield,1487,1424,63,821,0,136,116,20
06/28/2020,4,Middlesex,1295,1235,60,796,6,183,144,39
06/28/2020,5,New Haven,12318,11924,394,1436,33,1075,925,150
06/28/2020,6,New London,1255,1193,62,470,2,102,76,26
06/28/2020,7,Tolland,909,839,70,602,0,64,50,14
06/28/2020,8,Windham,606,599,7,518,0,14,13,1
06/29/2020,1,Fairfield,16703,16064,639,1770,37,1376,1070,306
06/29/2020,2,Hartford,11662,10987,675,1306,28,1370,1057,313
06/29/2020,3,Litchfield,1490,1427,63,823,0,137,117,20
06/29/2020,4,Middlesex,1305,1246,59,802,3,184,145,39
06/29/2020,5,New Haven,12359,11965,394,1441,27,1075,925,150
06/29/2020,6,New London,1268,1206,62,475,3,102,76,26
06/29/2020,7,Tolland,913,843,70,605,0,64,50,14
06/29/2020,8,Windham,610,603,7,521,0,14,13,1
06/30/2020,1,Fairfield,16717,16078,639,1771,31,1376,1070,306
06/30/2020,2,Hartford,11691,11013,678,1310,32,1373,1059,314
06/30/2020,3,Litchfield,1490,1427,63,823,0,137,117,20
06/30/2020,4,Middlesex,1304,1245,59,802,7,185,146,39
06/30/2020,5,New Haven,12368,11978,390,1442,28,1073,926,147
06/30/2020,6,New London,1268,1206,62,475,2,102,76,26
06/30/2020,7,Tolland,913,843,70,605,0,64,50,14
06/30/2020,8,Windham,612,605,7,523,0,14,13,1
07/01/2020,1,Fairfield,16733,16094,639,1773,31,1376,1070,306
07/01/2020,2,Hartford,11716,11041,675,1312,33,1374,1060,314
07/01/2020,3,Litchfield,1492,1429,63,824,1,137,117,20
07/01/2020,4,Middlesex,1311,1252,59,806,6,185,146,39
07/01/2020,5,New Haven,12383,11995,388,1444,28,1074,927,147
07/01/2020,6,New London,1273,1211,62,477,2,102,76,26
07/01/2020,7,Tolland,915,845,70,606,0,64,50,14
07/01/2020,8,Windham,612,605,7,523,0,14,13,1
07/02/2020,1,Fairfield,16757,16119,638,1775,31,1377,1071,306
07/02/2020,2,Hartford,11728,11050,678,1314,27,1378,1062,316
07/02/2020,3,Litchfield,1494,1430,64,825,1,137,117,20
07/02/2020,4,Middlesex,1308,1249,59,804,5,186,147,39
07/02/2020,5,New Haven,12409,12022,387,1447,27,1077,927,150
07/02/2020,6,New London,1277,1215,62,479,4,102,76,26
07/02/2020,7,Tolland,915,846,69,606,0,64,50,14
07/02/2020,8,Windham,616,609,7,526,0,14,13,1
07/05/2020,1,Fairfield,16823,16186,637,1782,25,1377,1071,306
07/05/2020,2,Hartford,11794,11115,679,1321,24,1380,1064,316
07/05/2020,3,Litchfield,1504,1440,64,830,1,137,117,20
07/05/2020,4,Middlesex,1321,1261,60,812,3,186,147,39
07/05/2020,5,New Haven,12462,12072,390,1453,14,1078,928,150
07/05/2020,6,New London,1296,1234,62,486,1,102,76,26
07/05/2020,7,Tolland,925,856,69,613,0,64,50,14
07/05/2020,8,Windham,624,617,7,533,1,14,13,1
07/06/2020,1,Fairfield,16837,16200,637,1784,26,1377,1071,306
07/06/2020,2,Hartford,11812,11133,679,1323,30,1380,1064,316
07/06/2020,3,Litchfield,1508,1444,64,833,1,137,117,20
07/06/2020,4,Middlesex,1320,1260,60,811,5,186,147,39
07/06/2020,5,New Haven,12473,12084,389,1454,18,1078,928,150
07/06/2020,6,New London,1304,1242,62,489,1,102,76,26
07/06/2020,7,Tolland,925,857,68,613,0,64,50,14
07/06/2020,8,Windham,627,620,7,536,2,14,13,1
07/07/2020,1,Fairfield,16859,16220,639,1786,34,1378,1072,306
07/07/2020,2,Hartford,11835,11155,680,1326,29,1382,1065,317
07/07/2020,3,Litchfield,1509,1446,63,833,0,137,117,20
07/07/2020,4,Middlesex,1331,1272,59,818,8,187,149,38
07/07/2020,5,New Haven,12486,12097,389,1456,13,1079,929,150
07/07/2020,6,New London,1308,1246,62,490,3,102,76,26
07/07/2020,7,Tolland,926,857,69,614,0,64,50,14
07/07/2020,8,Windham,626,619,7,535,1,14,13,1
07/08/2020,1,Fairfield,16886,16245,641,1789,32,1380,1074,306
07/08/2020,2,Hartford,11866,11185,681,1329,31,1385,1068,317
07/08/2020,3,Litchfield,1510,1446,64,834,1,137,117,20
07/08/2020,4,Middlesex,1334,1275,59,820,6,187,149,38
07/08/2020,5,New Haven,12509,12119,390,1459,17,1079,929,150
07/08/2020,6,New London,1319,1257,62,494,3,102,76,26
07/08/2020,7,Tolland,928,859,69,615,0,64,50,14
07/08/2020,8,Windham,630,622,8,538,0,14,13,1
07/27/2020,1,Fairfield,17494,16840,654,1854,18,1403,1091,312
07/27/2020,2,Hartford,12401,11741,660,1389,12,1411,1091,320
07/27/2020,3,Litchfield,1570,1506,64,867,1,138,117,21
07/27/2020,4,Middlesex,1374,1313,61,845,3,189,151,38
07/27/2020,5,New Haven,12965,12561,404,1512,18,1099,949,150
07/27/2020,6,New London,1382,1319,63,518,0,103,77,26
07/27/2020,7,Tolland,972,909,63,644,0,65,51,14
07/27/2020,8,Windham,674,666,8,576,2,15,14,1
07/28/2020,1,Fairfield,17733,17087,646,1879,19,1404,1092,312
07/28/2020,2,Hartford,12542,11905,637,1405,14,1411,1092,319
07/28/2020,3,Litchfield,1593,1529,64,880,2,138,117,21
07/28/2020,4,Middlesex,1375,1314,61,845,4,189,151,38
07/28/2020,5,New Haven,12983,12578,405,1514,12,1100,950,150
07/28/2020,6,New London,1387,1323,64,520,1,103,77,26
07/28/2020,7,Tolland,1001,938,63,663,0,65,51,14
07/28/2020,8,Windham,676,668,8,578,1,15,14,1
07/29/2020,1,Fairfield,17786,17142,644,1884,27,1406,1094,312
07/29/2020,2,Hartford,12561,11927,634,1407,15,1411,1092,319
07/29/2020,3,Litchfield,1599,1535,64,883,1,138,117,21
07/29/2020,4,Middlesex,1377,1316,61,846,4,191,153,38
07/29/2020,5,New Haven,13013,12608,405,1517,18,1101,951,150
07/29/2020,6,New London,1396,1333,63,523,1,103,77,26
07/29/2020,7,Tolland,1011,948,63,670,0,66,52,14
07/29/2020,8,Windham,685,677,8,585,0,15,14,1
07/30/2020,1,Fairfield,17793,17147,646,1885,28,1406,1094,312
07/30/2020,2,Hartford,12645,12008,637,1416,12,1412,1093,319
07/30/2020,3,Litchfield,1597,1534,63,882,3,138,117,21
07/30/2020,4,Middlesex,1377,1316,61,846,5,191,153,38
07/30/2020,5,New Haven,13041,12636,405,1521,19,1101,951,150
07/30/2020,6,New London,1402,1339,63,526,2,103,77,26
07/30/2020,7,Tolland,1019,957,62,675,0,66,52,14
07/30/2020,8,Windham,693,685,8,592,0,15,14,1
08/02/2020,1,Fairfield,17870,17217,653,1893,13,1408,1096,312
08/02/2020,2,Hartford,12701,12061,640,1423,13,1412,1092,320
08/02/2020,3,Litchfield,1598,1535,63,882,1,138,117,21
08/02/2020,4,Middlesex,1388,1327,61,853,3,191,153,38
08/02/2020,5,New Haven,13086,12677,409,1526,23,1104,954,150
08/02/2020,6,New London,1414,1351,63,530,2,103,77,26
08/02/2020,7,Tolland,1050,989,61,696,0,66,52,14
08/02/2020,8,Windham,712,703,9,608,1,15,14,1
08/03/2020,1,Fairfield,17876,17223,653,1894,15,1408,1096,312
08/03/2020,2,Hartford,12711,12071,640,1424,14,1412,1092,320
05/21/2020,1,Fairfield,14889,,,1578,226,1195,,
05/21/2020,2,Hartford,9463,,,1060,184,1155,,
05/21/2020,3,Litchfield,1298,,,717,6,121,,
05/21/2020,4,Middlesex,992,,,610,28,135,,
05/21/2020,5,New Haven,10756,,,1254,272,888,,
05/21/2020,6,New London,910,,,341,21,72,,
05/21/2020,7,Tolland,796,,,527,0,55,,
05/21/2020,8,Windham,348,,,297,3,14,,
05/22/2020,1,Fairfield,14989,,,1588,227,1208,,
05/22/2020,2,Hartford,9545,,,1069,179,1169,,
05/22/2020,3,Litchfield,1304,,,720,5,122,,
05/22/2020,4,Middlesex,999,,,614,25,136,,
05/22/2020,5,New Haven,10847,,,1265,265,897,,
05/22/2020,6,New London,970,,,364,20,72,,
05/22/2020,7,Tolland,799,,,529,0,55,,
05/22/2020,8,Windham,354,,,302,3,14,,
05/23/2020,1,Fairfield,15114,,,1601,232,1215,,
05/23/2020,2,Hartford,9686,,,1085,164,1175,,
05/23/2020,3,Litchfield,1331,,,735,5,121,,
05/23/2020,4,Middlesex,1010,,,621,26,136,,
05/23/2020,5,New Haven,10905,,,1272,254,903,,
05/23/2020,6,New London,1046,,,392,17,74,,
05/23/2020,7,Tolland,807,,,535,0,55,,
05/23/2020,8,Windham,359,,,307,3,14,,
05/24/2020,1,Fairfield,15213,,,1612,233,1221,,
05/24/2020,2,Hartford,9841,,,1102,166,1187,,
05/24/2020,3,Litchfield,1346,,,743,6,126,,
05/24/2020,4,Middlesex,1012,,,622,29,138,,
05/24/2020,5,New Haven,11017,,,1285,253,922,,
05/24/2020,6,New London,1043,,,391,16,78,,
05/24/2020,7,Tolland,812,,,538,0,56,,
05/24/2020,8,Windham,365,,,312,3,14,,
05/25/2020,1,Fairfield,15355,,,1627,225,1231,,
05/25/2020,2,Hartford,9917,,,1111,173,1193,,
05/25/2020,3,Litchfield,1360,,,751,4,129,,
05/25/2020,4,Middlesex,1026,,,631,28,142,,
05/25/2020,5,New Haven,11121,,,1297,248,925,,
05/25/2020,6,New London,1075,,,403,14,78,,
05/25/2020,7,Tolland,821,,,544,0,56,,
05/25/2020,8,Windham,371,,,317,2,14,,
05/26/2020,1,Fairfield,15314,,,1623,220,1242,,
05/26/2020,2,Hartford,9962,,,1116,165,1203,,
05/26/2020,3,Litchfield,1360,,,751,5,130,,
05/26/2020,4,Middlesex,1061,,,652,30,143,,
05/26/2020,5,New Haven,11124,,,1297,248,934,,
05/26/2020,6,New London,1053,,,395,15,79,,
05/26/2020,7,Tolland,815,,,540,0,57,,
05/26/2020,8,Windham,371,,,317,1,14,,
05/27/2020,1,Fairfield,15353,,,1627,211,1246,,
05/27/2020,2,Hartford,10078,,,1129,158,1208,,
05/27/2020,3,Litchfield,1366,,,754,8,128,,
05/27/2020,4,Middlesex,1082,,,665,24,144,,
05/27/2020,5,New Haven,11198,,,1306,232,946,,
05/27/2020,6,New London,1067,,,400,12,83,,
05/27/2020,7,Tolland,822,,,545,2,57,,
05/27/2020,8,Windham,375,,,320,1,14,,
05/28/2020,1,Fairfield,15409,,,1633,188,1257,,
05/28/2020,2,Hartford,10146,,,1137,138,1222,,
05/28/2020,3,Litchfield,1375,,,759,5,130,,
05/28/2020,4,Middlesex,1090,,,670,22,146,,
05/28/2020,5,New Haven,11241,,,1311,207,957,,
05/28/2020,6,New London,1068,,,400,12,85,,
05/28/2020,7,Tolland,827,,,548,2,57,,
05/28/2020,8,Windham,380,,,325,3,14,,
05/29/2020,1,Fairfield,15502,,,1642,176,1267,,
05/29/2020,2,Hartford,10207,,,1143,120,1238,,
05/29/2020,3,Litchfield,1381,,,763,3,131,,
05/29/2020,4,Middlesex,1104,,,679,22,150,,
05/29/2020,5,New Haven,11309,,,1319,195,966,,
05/29/2020,6,New London,1076,,,403,13,89,,
05/29/2020,7,Tolland,833,,,552,2,57,,
05/29/2020,8,Windham,381,,,326,2,14,,
05/30/2020,1,Fairfield,15549,,,1647,163,1277,,
05/30/2020,2,Hartford,10296,,,1153,107,1250,,
05/30/2020,3,Litchfield,1397,,,771,2,133,,
05/30/2020,4,Middlesex,1104,,,679,23,152,,
05/30/2020,5,New Haven,11323,,,1320,170,972,,
05/30/2020,6,New London,1078,,,404,11,89,,
05/30/2020,7,Tolland,836,,,554,2,57,,
05/30/2020,8,Windham,384,,,328,3,14,,
03/24/2020,3,Litchfield,22,,,,3,0,,
03/24/2020,2,Hartford,88,,,,17,2,,
03/24/2020,7,Tolland,19,,,,4,3,,
03/24/2020,8,Windham,2,,,,0,0,,
03/24/2020,6,New London,6,,,,1,0,,
03/24/2020,1,Fairfield,384,,,,23,7,,
03/24/2020,4,Middlesex,8,,,,4,0,,
03/24/2020,5,New Haven,89,,,,19,0,,
03/25/2020,1,Fairfield,546,,,,47,12,,
03/25/2020,2,Hartford,116,,,,24,2,,
03/25/2020,3,Litchfield,33,,,,3,0,,
03/25/2020,4,Middlesex,15,,,,4,0,,
03/25/2020,5,New Haven,127,,,,28,2,,
03/25/2020,6,New London,9,,,,2,0,,
03/25/2020,7,Tolland,27,,,,5,3,,
03/25/2020,8,Windham,2,,,,0,0,,
03/26/2020,1,Fairfield,607,,,,49,13,,
03/26/2020,2,Hartford,138,,,,27,2,,
03/26/2020,3,Litchfield,44,,,,3,0,,
03/26/2020,4,Middlesex,18,,,,5,1,,
03/26/2020,5,New Haven,156,,,,34,2,,
03/26/2020,6,New London,13,,,,2,0,,
03/26/2020,7,Tolland,33,,,,5,3,,
03/26/2020,8,Windham,3,,,,0,0,,
03/27/2020,1,Fairfield,752,,,,68,15,,
03/27/2020,2,Hartford,189,,,,36,2,,
03/27/2020,3,Litchfield,52,,,,9,0,,
03/27/2020,4,Middlesex,25,,,,5,1,,
03/27/2020,5,New Haven,222,,,,46,6,,
03/27/2020,6,New London,15,,,,2,0,,
03/27/2020,7,Tolland,33,,,,7,3,,
03/27/2020,8,Windham,3,,,,0,0,,
03/28/2020,1,Fairfield,908,,,,88,20,,
03/28/2020,2,Hartford,228,,,,41,2,,
03/28/2020,3,Litchfield,65,,,,12,0,,
03/28/2020,4,Middlesex,28,,,,5,1,,
03/28/2020,5,New Haven,236,,,,50,6,,
03/28/2020,6,New London,19,,,,2,0,,
03/28/2020,7,Tolland,37,,,,7,4,,
03/28/2020,8,Windham,3,,,,0,0,,
03/29/2020,1,Fairfield,1245,,,,189,21,,
03/29/2020,2,Hartford,276,,,,67,2,,
03/29/2020,3,Litchfield,87,,,,5,0,,
03/29/2020,4,Middlesex,38,,,,1,1,,
03/29/2020,5,New Haven,280,,,,137,6,,
03/29/2020,6,New London,20,,,,4,0,,
03/29/2020,7,Tolland,40,,,,0,4,,
03/29/2020,8,Windham,7,,,,1,0,,
03/30/2020,1,Fairfield,1445,,,,101,21,,
03/30/2020,2,Hartford,330,,,,59,3,,
03/30/2020,3,Litchfield,113,,,,18,1,,
03/30/2020,4,Middlesex,50,,,,6,1,,
03/30/2020,5,New Haven,373,,,,55,6,,
03/30/2020,6,New London,24,,,,4,0,,
03/30/2020,7,Tolland,50,,,,7,4,,
03/30/2020,8,Windham,10,,,,0,0,,
03/31/2020,1,Fairfield,1870,,,,275,38,,
03/31/2020,2,Hartford,393,,,,110,7,,
03/31/2020,3,Litchfield,121,,,,7,1,,
03/31/2020,4,Middlesex,56,,,,5,1,,
03/31/2020,5,New Haven,517,,,,202,12,,
03/31/2020,6,New London,27,,,,8,1,,
03/31/2020,7,Tolland,56,,,,1,7,,
03/31/2020,8,Windham,11,,,,0,0,,
04/01/2020,1,Fairfield,1986,,,,359,46,,
04/01/2020,2,Hartford,469,,,,126,11,,
04/01/2020,3,Litchfield,131,,,,11,1,,
04/01/2020,4,Middlesex,66,,,,8,2,,
04/01/2020,5,New Haven,611,,,,251,15,,
04/01/2020,6,New London,29,,,,10,1,,
04/01/2020,7,Tolland,61,,,,1,7,,
04/01/2020,8,Windham,19,,,,0,0,,
04/02/2020,1,Fairfield,2132,,,,381,65,,
04/02/2020,2,Hartford,539,,,,136,13,,
04/02/2020,3,Litchfield,141,,,,11,2,,
04/02/2020,4,Middlesex,74,,,,11,3,,
04/02/2020,5,New Haven,647,,,,274,17,,
04/02/2020,6,New London,29,,,,9,1,,
04/02/2020,7,Tolland,67,,,,2,10,,
04/02/2020,8,Windham,21,,,,3,0,,
04/03/2020,1,Fairfield,2716,,,,409,75,,
04/03/2020,2,Hartford,679,,,,166,18,,
04/03/2020,3,Litchfield,173,,,,14,4,,
04/03/2020,4,Middlesex,91,,,,12,2,,
04/03/2020,5,New Haven,891,,,,293,18,,
04/03/2020,6,New London,40,,,,9,3,,
04/03/2020,7,Tolland,79,,,,3,10,,
04/03/2020,8,Windham,27,,,,3,0,,
04/04/2020,1,Fairfield,2824,,,,475,86,,
04/04/2020,2,Hartford,726,,,,184,26,,
04/04/2020,3,Litchfield,182,,,,15,5,,
04/04/2020,4,Middlesex,100,,,,19,4,,
04/04/2020,5,New Haven,1024,,,,324,29,,
04/04/2020,6,New London,57,,,,10,3,,
04/04/2020,7,Tolland,91,,,,3,10,,
04/04/2020,8,Windham,31,,,,3,1,,
04/05/2020,1,Fairfield,3050,,,,531,96,,
04/05/2020,2,Hartford,751,,,,189,29,,
04/05/2020,3,Litchfield,197,,,,15,6,,
04/05/2020,4,Middlesex,110,,,,19,5,,
04/05/2020,5,New Haven,1162,,,,372,36,,
04/05/2020,6,New London,57,,,,10,4,,
04/05/2020,7,Tolland,94,,,,3,11,,
04/05/2020,8,Windham,32,,,,3,1,,
04/06/2020,1,Fairfield,3719,,,,572,101,,
04/06/2020,2,Hartford,882,,,,213,31,,
04/06/2020,3,Litchfield,230,,,,15,8,,
04/06/2020,4,Middlesex,135,,,,22,7,,
04/06/2020,5,New Haven,1468,,,,384,41,,
04/06/2020,6,New London,65,,,,10,4,,
04/06/2020,7,Tolland,103,,,,3,13,,
04/06/2020,8,Windham,40,,,,2,1,,
04/07/2020,1,Fairfield,4136,,,,613,132,,
04/07/2020,2,Hartford,1045,,,,243,48,,
04/07/2020,3,Litchfield,255,,,,17,9,,
04/07/2020,4,Middlesex,150,,,,26,7,,
04/07/2020,5,New Haven,1664,,,,390,60,,
04/07/2020,6,New London,85,,,,12,4,,
04/07/2020,7,Tolland,111,,,,4,13,,
04/07/2020,8,Windham,43,,,,3,1,,
04/08/2020,1,Fairfield,4417,,,,665,155,,
04/08/2020,2,Hartford,1290,,,,251,68,,
04/08/2020,3,Litchfield,292,,,,20,12,,
04/08/2020,4,Middlesex,174,,,,28,9,,
04/08/2020,5,New Haven,1945,,,,428,70,,
04/08/2020,6,New London,120,,,,16,5,,
04/08/2020,7,Tolland,128,,,,7,13,,
04/08/2020,8,Windham,49,,,,3,1,,
04/09/2020,1,Fairfield,4882,,,,664,178,,
04/09/2020,2,Hartford,1471,,,,276,75,,
04/09/2020,3,Litchfield,315,,,,25,13,,
04/09/2020,4,Middlesex,205,,,,26,14,,
04/09/2020,5,New Haven,2183,,,,447,78,,
04/09/2020,6,New London,139,,,,15,6,,
04/09/2020,7,Tolland,145,,,,7,13,,
04/09/2020,8,Windham,52,,,,4,1,,
04/10/2020,1,Fairfield,5180,,,,685,203,,
04/10/2020,2,Hartford,1615,,,,296,88,,
04/10/2020,3,Litchfield,346,,,,32,16,,
04/10/2020,4,Middlesex,240,,,,28,17,,
04/10/2020,5,New Haven,2383,,,,493,98,,
04/10/2020,6,New London,156,,,,17,7,,
04/10/2020,7,Tolland,152,,,,6,14,,
04/10/2020,8,Windham,59,,,,5,1,,
04/11/2020,1,Fairfield,5407,,,,676,220,,
04/11/2020,2,Hartford,1832,,,,311,101,,
04/11/2020,3,Litchfield,388,,,,38,20,,
04/11/2020,4,Middlesex,290,,,,27,18,,
04/11/2020,5,New Haven,2715,,,,514,107,,
04/11/2020,6,New London,185,,,,16,7,,
04/11/2020,7,Tolland,171,,,,7,15,,
04/11/2020,8,Windham,66,,,,4,1,,
04/12/2020,1,Fairfield,5534,,,,688,248,,
04/12/2020,2,Hartford,1914,,,,333,116,,
04/12/2020,3,Litchfield,403,,,,39,24,,
04/12/2020,4,Middlesex,299,,,,32,18,,
04/12/2020,5,New Haven,2946,,,,535,119,,
04/12/2020,6,New London,190,,,,16,7,,
04/12/2020,7,Tolland,182,,,,7,17,,
04/12/2020,8,Windham,66,,,,4,1,,
04/13/2020,1,Fairfield,6004,,,,710,262,,
04/13/2020,2,Hartford,2243,,,,361,133,,
04/13/2020,3,Litchfield,446,,,,37,24,,
04/13/2020,4,Middlesex,339,,,,35,19,,
04/13/2020,5,New Haven,3358,,,,580,135,,
04/13/2020,6,New London,222,,,,20,7,,
04/13/2020,7,Tolland,195,,,,13,17,,
04/13/2020,8,Windham,83,,,,4,1,,
04/14/2020,1,Fairfield,6213,,,,731,287,,
04/14/2020,2,Hartford,2370,,,,369,153,,
04/14/2020,3,Litchfield,460,,,,35,29,,
04/14/2020,4,Middlesex,355,,,,38,21,,
04/14/2020,5,New Haven,3543,,,,572,151,,
04/14/2020,6,New London,227,,,,17,7,,
04/14/2020,7,Tolland,201,,,,12,18,,
04/14/2020,8,Windham,87,,,,5,1,,
04/15/2020,1,Fairfield,6480,,,,784,365,,
04/15/2020,2,Hartford,2570,,,,402,213,,
04/15/2020,3,Litchfield,490,,,,32,35,,
04/15/2020,4,Middlesex,379,,,,40,28,,
04/15/2020,5,New Haven,3758,,,,612,195,,
04/15/2020,6,New London,236,,,,21,7,,
04/15/2020,7,Tolland,216,,,,11,22,,
04/15/2020,8,Windham,89,,,,6,1,,
04/16/2020,1,Fairfield,6816,,,,787,406,,
04/16/2020,2,Hartford,2859,,,,420,243,,
04/16/2020,3,Litchfield,535,,,,27,44,,
04/16/2020,4,Middlesex,394,,,,39,30,,
04/16/2020,5,New Haven,4163,,,,613,214,,
04/16/2020,6,New London,255,,,,23,9,,
04/16/2020,7,Tolland,241,,,,11,22,,
04/16/2020,8,Windham,87,,,,6,1,,
04/17/2020,1,Fairfield,7146,,,,797,425,,
04/17/2020,2,Hartford,3015,,,,410,266,,
04/17/2020,3,Litchfield,569,,,,28,46,,
04/17/2020,4,Middlesex,422,,,,37,32,,
04/17/2020,5,New Haven,4520,,,,633,229,,
04/17/2020,6,New London,292,,,,22,10,,
04/17/2020,7,Tolland,258,,,,12,24,,
04/17/2020,8,Windham,92,,,,7,2,,
04/18/2020,1,Fairfield,7363,,,,776,432,,
04/18/2020,2,Hartford,3196,,,,417,289,,
04/18/2020,3,Litchfield,593,,,,30,48,,
04/18/2020,4,Middlesex,448,,,,36,37,,
04/18/2020,5,New Haven,4743,,,,638,241,,
04/18/2020,6,New London,315,,,,23,10,,
04/18/2020,7,Tolland,270,,,,14,24,,
04/18/2020,8,Windham,97,,,,4,2,,
04/19/2020,1,Fairfield,7434,,,,746,447,,
04/19/2020,2,Hartford,3351,,,,420,295,,
04/19/2020,3,Litchfield,600,,,,27,48,,
04/19/2020,4,Middlesex,462,,,,33,40,,
04/19/2020,5,New Haven,4871,,,,633,257,,
04/19/2020,6,New London,339,,,,26,10,,
04/19/2020,7,Tolland,276,,,,12,24,,
04/19/2020,8,Windham,100,,,,4,2,,
04/20/2020,1,Fairfield,8320,,,,733,512,,
04/20/2020,2,Hartford,3823,,,,455,369,,
04/20/2020,3,Litchfield,639,,,,23,58,,
04/20/2020,4,Middlesex,484,,,,36,45,,
04/20/2020,5,New Haven,5272,,,,626,301,,
04/20/2020,6,New London,356,,,,29,13,,
04/20/2020,7,Tolland,299,,,,13,27,,
04/20/2020,8,Windham,108,,,,4,2,,
04/21/2020,1,Fairfield,8472,,,,735,544,,
04/21/2020,2,Hartford,3951,,,,473,402,,
04/21/2020,3,Litchfield,643,,,,23,59,,
04/21/2020,4,Middlesex,512,,,,40,47,,
04/21/2020,5,New Haven,5493,,,,625,322,,
04/21/2020,6,New London,369,,,,35,13,,
04/21/2020,7,Tolland,305,,,,13,30,,
04/21/2020,8,Windham,112,,,,5,2,,
04/22/2020,1,Fairfield,9883,,,,749,584,,
